award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"1994 PBA All-Filipino Cup","https://en.wikipedia.org/wiki/1994_PBA_All-Filipino_Cup","Team trophies","5","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 1; L: 7","6","5","[""5"",""Sta. Lucia Realtors"",""1"",""7"",""""]"
"1994 PBA All-Filipino Cup","https://en.wikipedia.org/wiki/1994_PBA_All-Filipino_Cup","Team trophies","Finals","1977 1978 1979 1980 1981 1982 1983 1984 First 1984 Second 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004–05 2006 2006–07 2007–08 2008–09 2009–10 2010–11 2011–12 2012–13 2013–14 2014–15 2015–16 2016–17 2017–18 2019 2020 2021 2022 2024 2025 2025–26","conference: Finals","69","1","[""Finals"",""1977 1978 1979 1980 1981 1982 1983 1984 First 1984 Second 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004–05 2006 2006–07 2007–08 2008–09 2009–10 2010–11 2011–12 2012–13 2013–14 2014–15 2015–16 2016–17 2017–18 2019 2020 2021 2022 2024 2025 2025–26""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Duration","February 10 – December 25, 2002","","2","2","[""Duration"",""February 10 – December 25, 2002""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Teams","10","","2","3","[""Teams"",""10""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","TV partner(s)","Local: Viva TV (IBC)International: The Filipino Channel","","2","4","[""TV partner(s)"",""Local: Viva TV (IBC)International: The Filipino Channel""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Top draft pick","Yancy de Ocampo","","2","6","[""Top draft pick"",""Yancy de Ocampo""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Picked by","FedEx Express","","2","7","[""Picked by"",""FedEx Express""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Governors Cup runners-up","Alaska Aces","","2","10","[""Governors Cup runners-up"",""Alaska Aces""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Commissioner's Cup runners-up","Talk 'N Text Phone Pals","","2","12","[""Commissioner's Cup runners-up"",""Talk 'N Text Phone Pals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","All-Filipino Cup runners-up","Alaska Aces","","2","14","[""All-Filipino Cup runners-up"",""Alaska Aces""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Alaska Aces","Alaska Milk Corporation","team: Alaska Aces; Governor: Wilfred Steven Uytengsu; Alternate Governor: Joaquin Trillo","3","1","[""Alaska Aces"",""Alaska Milk Corporation"",""Wilfred Steven Uytengsu"",""Joaquin Trillo""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Barangay Ginebra Kings","La Tondeña Distillers, Inc.","team: Barangay Ginebra Kings; Governor: Casiano Cabalan Jr.; Alternate Governor: Ira Daniel Maniquis","3","2","[""Barangay Ginebra Kings"",""La Tondeña Distillers, Inc."",""Casiano Cabalan Jr."",""Ira Daniel Maniquis""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Batang Red Bull Thunder","Photokina Marketing Corporation","team: Batang Red Bull Thunder; Governor: George Chua; Alternate Governor: Manuel Mendoza","3","3","[""Batang Red Bull Thunder"",""Photokina Marketing Corporation"",""George Chua"",""Manuel Mendoza""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Coca Cola Tigers","Coca-Cola Bottlers Philippines, Inc.","team: Coca Cola Tigers; Governor: Jose Bayani Baylon; Alternate Governor: Emmanuel Puno","3","4","[""Coca Cola Tigers"",""Coca-Cola Bottlers Philippines, Inc."",""Jose Bayani Baylon"",""Emmanuel Puno""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","FedEx Express","Airfreight 2100, Inc.","team: FedEx Express; Governor: Angelito Alvarez","3","5","[""FedEx Express"",""Airfreight 2100, Inc."",""Angelito Alvarez"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Purefoods TJ Hotdogs","Purefoods Corporation","team: Purefoods TJ Hotdogs; Governor: Francisco Alejo III; Alternate Governor: Ely Capacio","3","6","[""Purefoods TJ Hotdogs"",""Purefoods Corporation"",""Francisco Alejo III"",""Ely Capacio""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Sta. Lucia Realtors","Sta. Lucia Realty and Development Corporation","team: Sta. Lucia Realtors; Governor: Manuel Encarnado; Alternate Governor: Ariel Magno","3","7","[""Sta. Lucia Realtors"",""Sta. Lucia Realty and Development Corporation"",""Manuel Encarnado"",""Ariel Magno""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","San Miguel Beermen","San Miguel Brewery, Inc.","team: San Miguel Beermen; Governor: Alberto Malapit","3","8","[""San Miguel Beermen"",""San Miguel Brewery, Inc."",""Alberto Malapit"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Shell Turbo Chargers","Pilipinas Shell Petroleum Corporation","team: Shell Turbo Chargers; Governor: Roberto Kanapi","3","9","[""Shell Turbo Chargers"",""Pilipinas Shell Petroleum Corporation"",""Roberto Kanapi"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Talk 'N Text Phone Pals","Philippine Long Distance Telephone Company","team: Talk 'N Text Phone Pals; Governor: Victorico Vargas; Alternate Governor: Al Panlilio","3","10","[""Talk 'N Text Phone Pals"",""Philippine Long Distance Telephone Company"",""Victorico Vargas"",""Al Panlilio""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Alaska Aces","Pia Guanio","team: Alaska Aces","4","1","[""Alaska Aces"",""Pia Guanio""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Batang Red Bull Thunder","Assunta de Rossi and Alessandra de Rossi","team: Batang Red Bull Thunder","4","2","[""Batang Red Bull Thunder"",""Assunta de Rossi and Alessandra de Rossi""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Barangay Ginebra Kings","Rica Peralejo","team: Barangay Ginebra Kings","4","3","[""Barangay Ginebra Kings"",""Rica Peralejo""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Coca-Cola Tigers","Thalia Parks and Yeng Serrano","team: Coca-Cola Tigers","4","4","[""Coca-Cola Tigers"",""Thalia Parks and Yeng Serrano""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","FedEx Express","Patricia Coronado","team: FedEx Express","4","5","[""FedEx Express"",""Patricia Coronado""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Purefoods TJ Hotdogs","Zorayda Andam","team: Purefoods TJ Hotdogs","4","6","[""Purefoods TJ Hotdogs"",""Zorayda Andam""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","San Miguel Beermen","Anna Shire","team: San Miguel Beermen","4","7","[""San Miguel Beermen"",""Anna Shire""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Shell Turbo Chargers","LJ Moreno","team: Shell Turbo Chargers","4","8","[""Shell Turbo Chargers"",""LJ Moreno""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Sta. Lucia Realtors","Juliet Duncan","team: Sta. Lucia Realtors","4","9","[""Sta. Lucia Realtors"",""Juliet Duncan""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Talk 'N Text Phone Pals","Cheska Garcia","team: Talk 'N Text Phone Pals","4","10","[""Talk 'N Text Phone Pals"",""Cheska Garcia""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; W: 9; L: 2; PCT: .818; GB: —; Qualification: Twice-to-beat in the quarterfinals","5","1","[""1"",""Talk 'N Text Phone Pals"",""9"",""2"","".818"",""—"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","Coca-Cola Tigers","team: Coca-Cola Tigers; W: 8; L: 3; PCT: .727[a]; GB: 1; Qualification: Twice-to-beat in the quarterfinals","5","2","[""2"",""Coca-Cola Tigers"",""8"",""3"","".727[a]"",""1"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; W: 8; L: 3; PCT: .727[a]; GB: 1; Qualification: Twice-to-beat in the quarterfinals","5","3","[""3"",""Purefoods TJ Hotdogs"",""8"",""3"","".727[a]"",""1"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","Alaska Aces","team: Alaska Aces; W: 6; L: 5; PCT: .545[b]; GB: 3; Qualification: Twice-to-beat in the quarterfinals","5","4","[""4"",""Alaska Aces"",""6"",""5"","".545[b]"",""3"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","FedEx Express","team: FedEx Express; W: 6; L: 5; PCT: .545[b]; GB: 3; Qualification: Twice-to-win in the quarterfinals","5","5","[""5"",""FedEx Express"",""6"",""5"","".545[b]"",""3"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","Batang Red Bull Thunder","team: Batang Red Bull Thunder; W: 6; L: 5; PCT: .545[b]; GB: 3; Qualification: Twice-to-win in the quarterfinals","5","6","[""6"",""Batang Red Bull Thunder"",""6"",""5"","".545[b]"",""3"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 5; L: 6; PCT: .455[c]; GB: 4; Qualification: Twice-to-win in the quarterfinals","5","7","[""7"",""Sta. Lucia Realtors"",""5"",""6"","".455[c]"",""4"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","San Miguel Beermen","team: San Miguel Beermen; W: 5; L: 6; PCT: .455[c]; GB: 4; Qualification: Twice-to-win in the quarterfinals","5","8","[""8"",""San Miguel Beermen"",""5"",""6"","".455[c]"",""4"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","RP-Hapee Toothpaste (G)","team: RP-Hapee Toothpaste (G); W: 4; L: 7; PCT: .364[d]; GB: 5","5","9","[""9"",""RP-Hapee Toothpaste (G)"",""4"",""7"","".364[d]"",""5"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","RP-Selecta Ice Cream (G)","team: RP-Selecta Ice Cream (G); W: 4; L: 7; PCT: .364[d]; GB: 5","5","10","[""10"",""RP-Selecta Ice Cream (G)"",""4"",""7"","".364[d]"",""5"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","11","Barangay Ginebra Kings","team: Barangay Ginebra Kings; W: 3; L: 8; PCT: .273; GB: 6","5","11","[""11"",""Barangay Ginebra Kings"",""3"",""8"","".273"",""6"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","12","Shell Turbo Chargers","team: Shell Turbo Chargers; W: 2; L: 9; PCT: .182; GB: 7","5","12","[""12"",""Shell Turbo Chargers"",""2"",""9"","".182"",""7"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Talk 'N Text Phone Pals*","0–2","team: (1) Talk 'N Text Phone Pals*; Team 2: (8) San Miguel Beermen; Game 1: 70–79; Game 2: 70–81","7","1","[""(1) Talk 'N Text Phone Pals*"",""0–2"",""(8) San Miguel Beermen"",""70–79"",""70–81""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(2) Coca-Cola Tigers*","1–0","team: (2) Coca-Cola Tigers*; Team 2: (7) Sta. Lucia Realtors; Game 1: 75–65; Game 2: —","7","2","[""(2) Coca-Cola Tigers*"",""1–0"",""(7) Sta. Lucia Realtors"",""75–65"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Purefoods TJ Hotdogs*","1–0","team: (3) Purefoods TJ Hotdogs*; Team 2: (6) Batang Red Bull Thunder; Game 1: 82–77; Game 2: —","7","3","[""(3) Purefoods TJ Hotdogs*"",""1–0"",""(6) Batang Red Bull Thunder"",""82–77"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(4) Alaska Aces*","1–0","team: (4) Alaska Aces*; Team 2: (5) FedEx Express; Game 1: 74–71; Game 2: —","7","4","[""(4) Alaska Aces*"",""1–0"",""(5) FedEx Express"",""74–71"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(2) Purefoods TJ Hotdogs","3–2","team: (2) Purefoods TJ Hotdogs; Team 2: (3) Coca-Cola Tigers; Game 1: 89–86; Game 2: 84–75; Game 3: 72–77; Game 4: 59–64; Game 5: 78–75","8","1","[""(2) Purefoods TJ Hotdogs"",""3–2"",""(3) Coca-Cola Tigers"",""89–86"",""84–75"",""72–77"",""59–64"",""78–75""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(4) Alaska Aces","3–2","team: (4) Alaska Aces; Team 2: (8) San Miguel Beermen; Game 1: 66–72; Game 2: 67–63 (OT); Game 3: 61–68; Game 4: 74–63; Game 5: 65–62","8","2","[""(4) Alaska Aces"",""3–2"",""(8) San Miguel Beermen"",""66–72"",""67–63 (OT)"",""61–68"",""74–63"",""65–62""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Coca-Cola Tigers","75–63","team: (3) Coca-Cola Tigers; Team 2: (8) San Miguel Beermen","9","1","[""(3) Coca-Cola Tigers"",""75–63"",""(8) San Miguel Beermen""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Purefoods TJ Hotdogs","4–3","team: (3) Purefoods TJ Hotdogs; Team 2: (4) Alaska Aces; Game 1: 73–79; Game 2: 102–106 (2OT); Game 3: 80–66; Game 4: 82–76; Game 5: 84–72; Game 6: 78–85; Game 7: 91–76","10","1","[""(3) Purefoods TJ Hotdogs"",""4–3"",""(4) Alaska Aces"",""73–79"",""102–106 (2OT)"",""80–66"",""82–76"",""84–72"",""78–85"",""91–76""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Batang Red Bull Thunder","team: Batang Red Bull Thunder; W: 7; L: 3; PCT: .700[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","11","1","[""1"",""Batang Red Bull Thunder"",""7"",""3"","".700[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 7; L: 3; PCT: .700[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","11","2","[""2"",""Sta. Lucia Realtors"",""7"",""3"","".700[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","Alaska Aces","team: Alaska Aces; W: 6; L: 4; PCT: .600[b]; GB: 1; Qualification: Twice-to-beat in the quarterfinals","11","3","[""3"",""Alaska Aces"",""6"",""4"","".600[b]"",""1"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","San Miguel Beermen","team: San Miguel Beermen; W: 6; L: 4; PCT: .600[b]; GB: 1; Qualification: Twice-to-beat in the quarterfinals","11","4","[""4"",""San Miguel Beermen"",""6"",""4"","".600[b]"",""1"",""Twice-to-beat in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","Coca-Cola Tigers","team: Coca-Cola Tigers; W: 6; L: 4; PCT: .600[b]; GB: 1; Qualification: Twice-to-win in the quarterfinals","11","5","[""5"",""Coca-Cola Tigers"",""6"",""4"","".600[b]"",""1"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","FedEx Express","team: FedEx Express; W: 6; L: 4; PCT: .600[b]; GB: 1; Qualification: Twice-to-win in the quarterfinals","11","6","[""6"",""FedEx Express"",""6"",""4"","".600[b]"",""1"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; W: 5; L: 5; PCT: .500; GB: 2; Qualification: Twice-to-win in the quarterfinals","11","7","[""7"",""Talk 'N Text Phone Pals"",""5"",""5"","".500"",""2"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","Shell Velocity","team: Shell Velocity; W: 4; L: 6; PCT: .400; GB: 3; Qualification: Twice-to-win in the quarterfinals","11","8","[""8"",""Shell Velocity"",""4"",""6"","".400"",""3"",""Twice-to-win in the quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","RP-Selecta Ice Cream (G)","team: RP-Selecta Ice Cream (G); W: 3; L: 7; PCT: .300[c]; GB: 4","11","9","[""9"",""RP-Selecta Ice Cream (G)"",""3"",""7"","".300[c]"",""4"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; W: 3; L: 7; PCT: .300[c]; GB: 4","11","10","[""10"",""Purefoods TJ Hotdogs"",""3"",""7"","".300[c]"",""4"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","11","Barangay Ginebra Kings","team: Barangay Ginebra Kings; W: 2; L: 8; PCT: .200; GB: 5","11","11","[""11"",""Barangay Ginebra Kings"",""2"",""8"","".200"",""5"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Batang Red Bull Thunder*","1–0","team: (1) Batang Red Bull Thunder*; Team 2: (8) Shell Turbo Chargers; Game 1: 73–54; Game 2: —","13","1","[""(1) Batang Red Bull Thunder*"",""1–0"",""(8) Shell Turbo Chargers"",""73–54"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(2) Sta. Lucia Realtors*","0–2","team: (2) Sta. Lucia Realtors*; Team 2: (7) Talk 'N Text Phone Pals; Game 1: 79–87; Game 2: 70–80","13","2","[""(2) Sta. Lucia Realtors*"",""0–2"",""(7) Talk 'N Text Phone Pals"",""79–87"",""70–80""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Alaska Aces*","1–1","team: (3) Alaska Aces*; Team 2: (6) FedEx Express; Game 1: 76–79; Game 2: 82–67","13","3","[""(3) Alaska Aces*"",""1–1"",""(6) FedEx Express"",""76–79"",""82–67""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(4) San Miguel Beermen*","1–1","team: (4) San Miguel Beermen*; Team 2: (5) Coca-Cola Tigers; Game 1: 80–84; Game 2: 90–84 (OT)","13","4","[""(4) San Miguel Beermen*"",""1–1"",""(5) Coca-Cola Tigers"",""80–84"",""90–84 (OT)""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Batang Red Bull Thunder","3–1","team: (1) Batang Red Bull Thunder; Team 2: (4) San Miguel Beermen; Game 1: 72–68; Game 2: 83–80; Game 3: 68–102; Game 4: 85–80; Game 5: —","14","1","[""(1) Batang Red Bull Thunder"",""3–1"",""(4) San Miguel Beermen"",""72–68"",""83–80"",""68–102"",""85–80"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Alaska Aces","3–2","team: (3) Alaska Aces; Team 2: (7) Talk 'N Text Phone Pals; Game 1: 78–82; Game 2: 79–87; Game 3: 84–81; Game 4: 82–76; Game 5: 73–89","14","2","[""(3) Alaska Aces"",""3–2"",""(7) Talk 'N Text Phone Pals"",""78–82"",""79–87"",""84–81"",""82–76"",""73–89""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Alaska Aces","85–88","team: (3) Alaska Aces; Team 2: (4) San Miguel Beermen","15","1","[""(3) Alaska Aces"",""85–88"",""(4) San Miguel Beermen""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Batang Red Bull Thunder","4–3","team: (1) Batang Red Bull Thunder; Team 2: (7) Talk 'N Text Phone Pals; Game 1: 100–102; Game 2: 96–86; Game 3: 71–80; Game 4: 89–81; Game 5: 55–77; Game 6: 86–78; Game 7: 67–60","16","1","[""(1) Batang Red Bull Thunder"",""4–3"",""(7) Talk 'N Text Phone Pals"",""100–102"",""96–86"",""71–80"",""89–81"",""55–77"",""86–78"",""67–60""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Batang Red Bull Thunder","team: Batang Red Bull Thunder; W: 8; L: 1; PCT: .889; GB: —; Qualification: Advance to semifinals","17","1","[""1"",""Batang Red Bull Thunder"",""8"",""1"","".889"",""—"",""Advance to semifinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","San Miguel Beermen","team: San Miguel Beermen; W: 6; L: 3; PCT: .667[a]; GB: 2; Qualification: Advance to semifinals","17","2","[""2"",""San Miguel Beermen"",""6"",""3"","".667[a]"",""2"",""Advance to semifinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","Coca-Cola Tigers","team: Coca-Cola Tigers; W: 6; L: 3; PCT: .667[a]; GB: 2; Qualification: Advance to quarterfinals","17","3","[""3"",""Coca-Cola Tigers"",""6"",""3"","".667[a]"",""2"",""Advance to quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; W: 5; L: 4; PCT: .556[b]; GB: 3; Qualification: Advance to quarterfinals","17","4","[""4"",""Talk 'N Text Phone Pals"",""5"",""4"","".556[b]"",""3"",""Advance to quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","Alaska Aces","team: Alaska Aces; W: 5; L: 4; PCT: .556[b]; GB: 3; Qualification: Advance to quarterfinals","17","5","[""5"",""Alaska Aces"",""5"",""4"","".556[b]"",""3"",""Advance to quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 4; L: 5; PCT: .444[c]; GB: 4; Qualification: Advance to quarterfinals","17","6","[""6"",""Sta. Lucia Realtors"",""4"",""5"","".444[c]"",""4"",""Advance to quarterfinals""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","Shell Velocity","team: Shell Velocity; W: 4; L: 5; PCT: .444[c]; GB: 4","17","7","[""7"",""Shell Velocity"",""4"",""5"","".444[c]"",""4"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; W: 3; L: 6; PCT: .333[d]; GB: 5","17","8","[""8"",""Purefoods TJ Hotdogs"",""3"",""6"","".333[d]"",""5"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","Barangay Ginebra Kings","team: Barangay Ginebra Kings; W: 3; L: 6; PCT: .333[d]; GB: 5","17","9","[""9"",""Barangay Ginebra Kings"",""3"",""6"","".333[d]"",""5"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","FedEx Express","team: FedEx Express; W: 1; L: 8; PCT: .111; GB: 7","17","10","[""10"",""FedEx Express"",""1"",""8"","".111"",""7"",""""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Coca-Cola Tigers","64–61","team: (3) Coca-Cola Tigers; Team 2: (6) Sta. Lucia Realtors","19","1","[""(3) Coca-Cola Tigers"",""64–61"",""(6) Sta. Lucia Realtors""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(4) Talk 'N Text Phone Pals","63–82","team: (4) Talk 'N Text Phone Pals; Team 2: (5) Alaska Aces","19","2","[""(4) Talk 'N Text Phone Pals"",""63–82"",""(5) Alaska Aces""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Red Bull Thunder","1–2","team: (1) Red Bull Thunder; Team 2: (5) Alaska Aces; Game 1: 79–70; Game 2: 68–83; Game 3: 71–80","20","1","[""(1) Red Bull Thunder"",""1–2"",""(5) Alaska Aces"",""79–70"",""68–83"",""71–80""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(2) Coca-Cola Tigers","2–1","team: (2) Coca-Cola Tigers; Team 2: (3) San Miguel Beermen; Game 1: 62–76; Game 2: 74–62; Game 3: 62–74","20","2","[""(2) Coca-Cola Tigers"",""2–1"",""(3) San Miguel Beermen"",""62–76"",""74–62"",""62–74""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(1) Red Bull Thunder","81–83","team: (1) Red Bull Thunder; Team 2: (2) San Miguel Beermen","21","1","[""(1) Red Bull Thunder"",""81–83"",""(2) San Miguel Beermen""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","(3) Coca-Cola Tigers","3–1","team: (3) Coca-Cola Tigers; Team 2: (5) Alaska Aces; Game 1: 67–70; Game 2: 72–69 (OT); Game 3: 62–60 (OT); Game 4: 78–63; Game 5: —","22","1","[""(3) Coca-Cola Tigers"",""3–1"",""(5) Alaska Aces"",""67–70"",""72–69 (OT)"",""62–60 (OT)"",""78–63"",""—""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Coca-Cola Tigers","team: Coca-Cola Tigers; Pld: 47; W: 31; L: 16; PCT: .660; Best finish: Champions","23","1","[""1"",""Coca-Cola Tigers"",""47"",""31"",""16"","".660"",""Champions""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","Batang Red Bull Thunder","team: Batang Red Bull Thunder; Pld: 47; W: 30; L: 17; PCT: .638; Best finish: Champions","23","2","[""2"",""Batang Red Bull Thunder"",""47"",""30"",""17"","".638"",""Champions""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; Pld: 47; W: 27; L: 20; PCT: .574; Best finish: Finalist","23","3","[""3"",""Talk 'N Text Phone Pals"",""47"",""27"",""20"","".574"",""Finalist""]"
